2020-04-15T19:58:42.387017_0,57,1,1.99,05-1-2019
2020-04-15T19:58:42.387017_0,37,3,8.07,05-1-2019
2020-04-15T19:58:42.387017_0,71,1,6.59,05-1-2019
2020-04-15T19:58:42.387017_0,11,2,9.98,05-1-2019
2020-04-15T19:58:42.387017_0,7,1,1.5,05-1-2019
2020-04-15T19:58:42.387017_0,30,2,6.2,05-1-2019
2020-04-15T19:58:42.387017_0,66,3,11.97,05-1-2019
2020-04-15T19:58:42.387017_0,9,2,5.98,05-1-2019
2020-04-15T19:58:42.387017_1,93,1,5.99,05-1-2019
2020-04-15T19:58:42.387017_1,21,4,11.96,05-1-2019
2020-04-15T19:58:42.387017_1,7,3,4.5,05-1-2019
2020-04-15T19:58:42.387017_1,37,4,10.76,05-1-2019
2020-04-15T19:58:42.387017_1,77,1,0.59,05-1-2019
2020-04-15T19:58:42.387017_1,85,1,4.99,05-1-2019
2020-04-15T19:58:42.387017_1,19,2,6.9,05-1-2019
2020-04-15T19:58:42.387017_1,76,2,1.14,05-1-2019
2020-04-15T19:58:42.387017_1,22,4,11.16,05-1-2019
2020-04-15T19:58:42.387017_1,43,2,7.98,05-1-2019
2020-04-15T19:58:42.387017_2,93,1,5.99,05-1-2019
2020-04-15T19:58:42.387017_2,57,2,3.98,05-1-2019
2020-04-15T19:58:42.387017_2,44,1,1.49,05-1-2019
2020-04-15T19:58:42.387017_2,37,4,10.76,05-1-2019
2020-04-15T19:58:42.387017_2,77,5,2.95,05-1-2019
2020-04-15T19:58:42.387017_2,56,5,7.95,05-1-2019
2020-04-15T19:58:42.387017_2,84,1,2.5,05-1-2019
2020-04-15T19:58:42.387017_2,89,5,13.9,05-1-2019
2020-04-15T19:58:42.387017_2,97,1,5.99,05-1-2019
2020-04-15T19:58:42.387017_3,50,4,10.4,05-1-2019
2020-04-15T19:58:42.387017_3,33,1,5.99,05-1-2019
2020-04-15T19:58:42.387017_3,35,2,4.18,05-1-2019
2020-04-15T19:58:42.387017_3,42,5,1.95,05-1-2019
2020-04-15T19:58:42.387017_3,89,2,5.56,05-1-2019
2020-04-15T19:58:42.387017_3,58,1,2.25,05-1-2019
2020-04-15T19:58:42.387017_3,87,1,9.99,05-1-2019
2020-04-15T19:58:42.387017_3,65,1,7.99,05-1-2019
2020-04-15T19:58:42.387017_4,87,1,9.99,05-1-2019
2020-04-15T19:58:42.387017_5,57,1,1.99,05-1-2019
