2020-04-15T19:59:23.826476_0,1,1101,11-1-2019
2020-04-15T19:59:23.826476_1,1,1165,11-1-2019
2020-04-15T19:59:23.826476_2,1,1636,11-1-2019
2020-04-15T19:59:23.826476_3,2,1294,11-1-2019
2020-04-15T19:59:23.826476_4,1,1898,11-1-2019
2020-04-15T19:59:23.826476_5,3,1992,11-1-2019
2020-04-15T19:59:23.826476_6,2,1030,11-1-2019
2020-04-15T19:59:23.826476_7,2,1855,11-1-2019
2020-04-15T19:59:23.826476_8,2,1085,11-1-2019
2020-04-15T19:59:23.826476_9,1,1234,11-2-2019
2020-04-15T19:59:23.826476_10,1,1013,11-2-2019
2020-04-15T19:59:23.826476_11,2,1402,11-2-2019
2020-04-15T19:59:23.826476_12,1,1660,11-2-2019
2020-04-15T19:59:23.826476_13,1,1454,11-2-2019
2020-04-15T19:59:23.826476_14,1,1942,11-2-2019
2020-04-15T19:59:23.826476_15,3,1250,11-2-2019
2020-04-15T19:59:23.826476_16,3,1795,11-2-2019
2020-04-15T19:59:23.826476_17,3,1798,11-2-2019
2020-04-15T19:59:23.826476_18,3,1222,11-2-2019
2020-04-15T19:59:23.826476_19,2,1900,11-2-2019
2020-04-15T19:59:23.826476_20,3,1292,11-2-2019
2020-04-15T19:59:23.826476_21,3,1371,11-2-2019
2020-04-15T19:59:23.826476_22,1,1798,11-2-2019
2020-04-15T19:59:23.826476_23,1,1997,11-2-2019
2020-04-15T19:59:23.826476_24,3,1164,11-2-2019
2020-04-15T19:59:23.826476_25,3,1101,11-2-2019
2020-04-15T19:59:23.826476_26,1,1413,11-2-2019
2020-04-15T19:59:23.826476_27,3,1366,11-2-2019
2020-04-15T19:59:23.826476_28,1,1422,11-2-2019
2020-04-15T19:59:23.826476_29,3,1511,11-2-2019
2020-04-15T19:59:23.826476_30,2,1406,11-2-2019
2020-04-15T19:59:23.826476_31,2,1013,11-2-2019
2020-04-15T19:59:23.826476_32,3,1900,11-3-2019
2020-04-15T19:59:23.826476_33,1,1331,11-3-2019
2020-04-15T19:59:23.826476_34,1,1632,11-3-2019
2020-04-15T19:59:23.826476_35,3,1513,11-3-2019
2020-04-15T19:59:23.826476_36,1,1506,11-3-2019
2020-04-15T19:59:23.826476_37,1,1925,11-3-2019
2020-04-15T19:59:23.826476_38,3,1487,11-3-2019
2020-04-15T19:59:23.826476_39,1,1331,11-3-2019
2020-04-15T19:59:23.827476_40,1,1513,11-3-2019
2020-04-15T19:59:23.827476_41,1,1792,11-3-2019
2020-04-15T19:59:23.827476_42,3,1675,11-3-2019
2020-04-15T19:59:23.827476_43,2,1250,11-3-2019
2020-04-15T19:59:23.827476_44,1,1475,11-3-2019
2020-04-15T19:59:23.827476_45,2,1414,11-3-2019
2020-04-15T19:59:23.827476_46,1,1460,11-3-2019
2020-04-15T19:59:23.827476_47,1,1620,11-3-2019
2020-04-15T19:59:23.827476_48,1,1589,11-3-2019
2020-04-15T19:59:23.827476_49,2,1856,11-3-2019
2020-04-15T19:59:23.827476_50,3,1030,11-3-2019
2020-04-15T19:59:23.827476_51,1,1660,11-3-2019
2020-04-15T19:59:23.827476_52,2,1886,11-3-2019
2020-04-15T19:59:23.827476_53,2,1335,11-3-2019
2020-04-15T19:59:23.827476_54,1,1865,11-3-2019
2020-04-15T19:59:23.827476_55,3,1506,11-4-2019
2020-04-15T19:59:23.827476_56,2,1580,11-4-2019
2020-04-15T19:59:23.827476_57,1,1010,11-4-2019
2020-04-15T19:59:23.827476_58,3,1795,11-4-2019
2020-04-15T19:59:23.827476_59,3,1620,11-4-2019
2020-04-15T19:59:23.827476_60,1,1856,11-4-2019
2020-04-15T19:59:23.827476_61,2,1706,11-4-2019
2020-04-15T19:59:23.827476_62,1,1570,11-4-2019
2020-04-15T19:59:23.827476_63,1,1194,11-5-2019
2020-04-15T19:59:23.827476_64,2,1406,11-5-2019
2020-04-15T19:59:23.827476_65,1,1310,11-5-2019
2020-04-15T19:59:23.827476_66,1,1540,11-5-2019
2020-04-15T19:59:23.827476_67,3,1331,11-5-2019
2020-04-15T19:59:23.827476_68,2,1289,11-5-2019
2020-04-15T19:59:23.827476_69,2,1697,11-5-2019
2020-04-15T19:59:23.827476_70,3,1277,11-5-2019
2020-04-15T19:59:23.827476_71,3,1336,11-5-2019
2020-04-15T19:59:23.827476_72,1,1367,11-5-2019
2020-04-15T19:59:23.827476_73,1,1100,11-5-2019
2020-04-15T19:59:23.827476_74,1,1595,11-5-2019
2020-04-15T19:59:23.827476_75,1,1884,11-6-2019
2020-04-15T19:59:23.827476_76,3,1346,11-6-2019
2020-04-15T19:59:23.827476_77,2,1761,11-6-2019
2020-04-15T19:59:23.827476_78,3,1413,11-6-2019
2020-04-15T19:59:23.827476_79,1,1721,11-6-2019
2020-04-15T19:59:23.827476_80,1,1074,11-6-2019
2020-04-15T19:59:23.827476_81,1,1282,11-6-2019
2020-04-15T19:59:23.827476_82,1,1589,11-6-2019
2020-04-15T19:59:23.827476_83,2,1292,11-6-2019
2020-04-15T19:59:23.827476_84,3,1422,11-6-2019
2020-04-15T19:59:23.827476_85,1,1452,11-6-2019
2020-04-15T19:59:23.827476_86,1,1865,11-6-2019
2020-04-15T19:59:23.827476_87,2,1798,11-7-2019
2020-04-15T19:59:23.827476_88,1,1142,11-7-2019
2020-04-15T19:59:23.827476_89,3,1234,11-7-2019
2020-04-15T19:59:23.827476_90,2,1061,11-7-2019
2020-04-15T19:59:23.827476_91,3,1134,11-7-2019
2020-04-15T19:59:23.827476_92,3,1475,11-7-2019
2020-04-15T19:59:23.827476_93,3,1371,11-7-2019
2020-04-15T19:59:23.827476_94,2,1967,11-7-2019
2020-04-15T19:59:23.827476_95,1,1701,11-7-2019
2020-04-15T19:59:23.827476_96,3,1792,11-8-2019
2020-04-15T19:59:23.827476_97,1,1509,11-8-2019
2020-04-15T19:59:23.827476_98,2,1452,11-8-2019
2020-04-15T19:59:23.827476_99,2,1335,11-8-2019
2020-04-15T19:59:23.827476_100,3,1580,11-8-2019
2020-04-15T19:59:23.827476_101,3,1333,11-8-2019
2020-04-15T19:59:23.827476_102,2,1625,11-8-2019
2020-04-15T19:59:23.827476_103,3,1194,11-8-2019
2020-04-15T19:59:23.827476_104,1,1402,11-9-2019
2020-04-15T19:59:23.827476_105,2,1207,11-9-2019
2020-04-15T19:59:23.827476_106,1,1413,11-9-2019
2020-04-15T19:59:23.827476_107,1,1335,11-9-2019
2020-04-15T19:59:23.827476_108,1,1310,11-9-2019
2020-04-15T19:59:23.827476_109,2,1632,11-9-2019
2020-04-15T19:59:23.827476_110,1,1540,11-9-2019
2020-04-15T19:59:23.827476_111,3,1900,11-9-2019
2020-04-15T19:59:23.827476_112,2,1701,11-9-2019
2020-04-15T19:59:23.827476_113,1,1884,11-9-2019
2020-04-15T19:59:23.827476_114,3,1277,11-9-2019
2020-04-15T19:59:23.827476_115,3,1509,11-9-2019
2020-04-15T19:59:23.828475_116,1,1100,11-9-2019
2020-04-15T19:59:23.828475_117,3,1164,11-9-2019
2020-04-15T19:59:23.828475_118,3,1549,11-9-2019
2020-04-15T19:59:23.828475_119,1,1570,11-9-2019
2020-04-15T19:59:23.828475_120,3,1346,11-9-2019
2020-04-15T19:59:23.828475_121,1,1294,11-9-2019
2020-04-15T19:59:23.828475_122,3,1164,11-9-2019
2020-04-15T19:59:23.828475_123,1,1761,11-9-2019
2020-04-15T19:59:23.828475_124,1,1570,11-9-2019
2020-04-15T19:59:23.828475_125,3,1335,11-9-2019
2020-04-15T19:59:23.828475_126,3,1460,11-9-2019
