2020-04-15T19:58:30.699263_0,2,1251,03-1-2019
2020-04-15T19:58:30.699263_1,3,1967,03-1-2019
2020-04-15T19:58:30.699263_2,1,1511,03-1-2019
2020-04-15T19:58:30.699263_3,3,1881,03-1-2019
2020-04-15T19:58:30.699263_4,1,1580,03-1-2019
2020-04-15T19:58:30.699263_5,1,1367,03-1-2019
2020-04-15T19:58:30.699263_6,1,1865,03-1-2019
2020-04-15T19:58:30.699263_7,1,1277,03-1-2019
2020-04-15T19:58:30.699263_8,1,1765,03-1-2019
2020-04-15T19:58:30.699263_9,3,1085,03-1-2019
2020-04-15T19:58:30.699263_10,3,1402,03-2-2019
2020-04-15T19:58:30.699263_11,1,1701,03-2-2019
2020-04-15T19:58:30.699263_12,3,1460,03-2-2019
2020-04-15T19:58:30.699263_13,2,1335,03-2-2019
2020-04-15T19:58:30.699263_14,2,1549,03-2-2019
2020-04-15T19:58:30.699263_15,3,1928,03-2-2019
2020-04-15T19:58:30.699263_16,2,1675,03-2-2019
2020-04-15T19:58:30.699263_17,3,1250,03-2-2019
2020-04-15T19:58:30.699263_18,2,1292,03-2-2019
2020-04-15T19:58:30.700262_19,2,1272,03-2-2019
2020-04-15T19:58:30.700262_20,3,1967,03-2-2019
2020-04-15T19:58:30.700262_21,1,1520,03-2-2019
2020-04-15T19:58:30.700262_22,2,1460,03-2-2019
2020-04-15T19:58:30.700262_23,1,1200,03-2-2019
2020-04-15T19:58:30.700262_24,1,1282,03-2-2019
2020-04-15T19:58:30.700262_25,3,1085,03-2-2019
2020-04-15T19:58:30.700262_26,1,1164,03-2-2019
2020-04-15T19:58:30.700262_27,2,1385,03-2-2019
2020-04-15T19:58:30.700262_28,3,1307,03-2-2019
2020-04-15T19:58:30.700262_29,3,1855,03-2-2019
2020-04-15T19:58:30.700262_30,2,1013,03-2-2019
2020-04-15T19:58:30.700262_31,2,1422,03-2-2019
2020-04-15T19:58:30.700262_32,2,1200,03-2-2019
2020-04-15T19:58:30.700262_33,3,1509,03-3-2019
2020-04-15T19:58:30.700262_34,2,1865,03-3-2019
2020-04-15T19:58:30.700262_35,2,1701,03-3-2019
2020-04-15T19:58:30.700262_36,2,1475,03-3-2019
2020-04-15T19:58:30.700262_37,1,1487,03-3-2019
2020-04-15T19:58:30.700262_38,1,1368,03-3-2019
2020-04-15T19:58:30.700262_39,1,1234,03-3-2019
2020-04-15T19:58:30.700262_40,1,1884,03-3-2019
2020-04-15T19:58:30.700262_41,1,1232,03-3-2019
2020-04-15T19:58:30.700262_42,2,1992,03-3-2019
2020-04-15T19:58:30.700262_43,1,1310,03-3-2019
2020-04-15T19:58:30.700262_44,2,1294,03-3-2019
2020-04-15T19:58:30.700262_45,1,1061,03-3-2019
2020-04-15T19:58:30.700262_46,2,1865,03-3-2019
2020-04-15T19:58:30.700262_47,3,1414,03-3-2019
2020-04-15T19:58:30.700262_48,2,1928,03-3-2019
2020-04-15T19:58:30.700262_49,3,1761,03-3-2019
2020-04-15T19:58:30.700262_50,3,1475,03-3-2019
2020-04-15T19:58:30.700262_51,2,1234,03-3-2019
2020-04-15T19:58:30.700262_52,3,1134,03-3-2019
2020-04-15T19:58:30.700262_53,3,1513,03-3-2019
2020-04-15T19:58:30.700262_54,1,1087,03-3-2019
2020-04-15T19:58:30.700262_55,3,1413,03-3-2019
2020-04-15T19:58:30.700262_56,1,1625,03-4-2019
2020-04-15T19:58:30.700262_57,3,1706,03-4-2019
2020-04-15T19:58:30.700262_58,3,1307,03-4-2019
2020-04-15T19:58:30.700262_59,2,1925,03-4-2019
2020-04-15T19:58:30.700262_60,1,1520,03-4-2019
2020-04-15T19:58:30.700262_61,1,1636,03-4-2019
2020-04-15T19:58:30.700262_62,3,1333,03-4-2019
2020-04-15T19:58:30.700262_63,1,1475,03-4-2019
2020-04-15T19:58:30.700262_64,2,1165,03-4-2019
2020-04-15T19:58:30.700262_65,3,1452,03-4-2019
2020-04-15T19:58:30.700262_66,1,1294,03-4-2019
2020-04-15T19:58:30.700262_67,3,1335,03-5-2019
2020-04-15T19:58:30.700262_68,1,1549,03-5-2019
2020-04-15T19:58:30.700262_69,3,1200,03-5-2019
2020-04-15T19:58:30.700262_70,3,1997,03-5-2019
2020-04-15T19:58:30.700262_71,1,1406,03-5-2019
2020-04-15T19:58:30.700262_72,1,1272,03-5-2019
2020-04-15T19:58:30.700262_73,3,1298,03-5-2019
2020-04-15T19:58:30.700262_74,3,1454,03-5-2019
2020-04-15T19:58:30.700262_75,3,1795,03-5-2019
2020-04-15T19:58:30.700262_76,1,1589,03-5-2019
2020-04-15T19:58:30.700262_77,1,1923,03-5-2019
2020-04-15T19:58:30.700262_78,2,1413,03-6-2019
2020-04-15T19:58:30.700262_79,2,1010,03-6-2019
2020-04-15T19:58:30.700262_80,2,1650,03-6-2019
2020-04-15T19:58:30.700262_81,1,1761,03-6-2019
2020-04-15T19:58:30.700262_82,2,1346,03-6-2019
2020-04-15T19:58:30.700262_83,3,1331,03-6-2019
2020-04-15T19:58:30.700262_84,1,1898,03-6-2019
2020-04-15T19:58:30.701262_85,3,1194,03-6-2019
2020-04-15T19:58:30.701262_86,2,1207,03-6-2019
2020-04-15T19:58:30.701262_87,3,1856,03-6-2019
2020-04-15T19:58:30.701262_88,2,1013,03-7-2019
2020-04-15T19:58:30.701262_89,1,1540,03-7-2019
2020-04-15T19:58:30.701262_90,3,1074,03-7-2019
2020-04-15T19:58:30.701262_91,2,1632,03-7-2019
2020-04-15T19:58:30.701262_92,1,1030,03-7-2019
2020-04-15T19:58:30.701262_93,1,1972,03-7-2019
2020-04-15T19:58:30.701262_94,3,1489,03-7-2019
2020-04-15T19:58:30.701262_95,1,1697,03-7-2019
2020-04-15T19:58:30.701262_96,2,1366,03-7-2019
2020-04-15T19:58:30.701262_97,1,1061,03-7-2019
2020-04-15T19:58:30.701262_98,2,1087,03-7-2019
2020-04-15T19:58:30.701262_99,2,1568,03-7-2019
2020-04-15T19:58:30.701262_100,1,1513,03-8-2019
2020-04-15T19:58:30.701262_101,2,1798,03-8-2019
2020-04-15T19:58:30.701262_102,2,1367,03-8-2019
2020-04-15T19:58:30.701262_103,2,1194,03-8-2019
2020-04-15T19:58:30.701262_104,2,1925,03-8-2019
2020-04-15T19:58:30.701262_105,2,1620,03-8-2019
2020-04-15T19:58:30.701262_106,2,1142,03-8-2019
2020-04-15T19:58:30.701262_107,1,1422,03-8-2019
2020-04-15T19:58:30.701262_108,1,1506,03-9-2019
