2020-04-15T19:58:30.699263_0,1,2,3.0,03-1-2019
2020-04-15T19:58:30.699263_0,59,2,5.58,03-1-2019
2020-04-15T19:58:30.699263_0,57,3,5.97,03-1-2019
2020-04-15T19:58:30.699263_0,69,1,3.99,03-1-2019
2020-04-15T19:58:30.699263_1,85,1,4.99,03-1-2019
2020-04-15T19:58:30.699263_1,51,5,12.45,03-1-2019
2020-04-15T19:58:30.699263_2,28,3,8.67,03-1-2019
2020-04-15T19:58:30.699263_2,35,5,10.45,03-1-2019
2020-04-15T19:58:30.699263_2,80,1,4.98,03-1-2019
2020-04-15T19:58:30.699263_2,18,1,3.88,03-1-2019
2020-04-15T19:58:30.699263_2,43,2,7.98,03-1-2019
2020-04-15T19:58:30.699263_2,79,2,7.14,03-1-2019
2020-04-15T19:58:30.699263_3,48,4,9.56,03-1-2019
2020-04-15T19:58:30.699263_3,78,2,7.6,03-1-2019
2020-04-15T19:58:30.699263_3,44,1,1.49,03-1-2019
2020-04-15T19:58:30.699263_3,77,4,2.36,03-1-2019
2020-04-15T19:58:30.699263_3,30,1,3.1,03-1-2019
2020-04-15T19:58:30.699263_3,52,1,0.87,03-1-2019
2020-04-15T19:58:30.699263_3,67,2,5.0,03-1-2019
2020-04-15T19:58:30.699263_3,89,4,11.12,03-1-2019
2020-04-15T19:58:30.699263_4,6,2,3.98,03-1-2019
2020-04-15T19:58:30.699263_4,2,2,2.5,03-1-2019
2020-04-15T19:58:30.699263_4,99,1,4.99,03-1-2019
2020-04-15T19:58:30.699263_5,24,5,14.0,03-1-2019
2020-04-15T19:58:30.699263_5,27,2,4.3,03-1-2019
2020-04-15T19:58:30.699263_5,67,2,5.0,03-1-2019
2020-04-15T19:58:30.699263_5,92,3,7.47,03-1-2019
2020-04-15T19:58:30.699263_6,15,2,5.96,03-1-2019
2020-04-15T19:58:30.699263_6,26,3,8.94,03-1-2019
2020-04-15T19:58:30.699263_6,47,5,12.5,03-1-2019
2020-04-15T19:58:30.699263_6,93,1,5.99,03-1-2019
2020-04-15T19:58:30.699263_6,32,1,3.09,03-1-2019
2020-04-15T19:58:30.699263_6,88,3,11.97,03-1-2019
2020-04-15T19:58:30.699263_6,6,2,3.98,03-1-2019
2020-04-15T19:58:30.699263_6,50,4,10.4,03-1-2019
2020-04-15T19:58:30.699263_6,2,1,1.25,03-1-2019
2020-04-15T19:58:30.699263_6,57,2,3.98,03-1-2019
2020-04-15T19:58:30.699263_7,12,3,5.4,03-1-2019
2020-04-15T19:58:30.699263_7,95,5,14.95,03-1-2019
2020-04-15T19:58:30.699263_7,29,5,13.25,03-1-2019
2020-04-15T19:58:30.699263_7,83,2,0.42,03-1-2019
2020-04-15T19:58:30.699263_7,94,3,5.97,03-1-2019
2020-04-15T19:58:30.699263_7,63,1,3.79,03-1-2019
2020-04-15T19:58:30.699263_7,51,4,9.96,03-1-2019
2020-04-15T19:58:30.699263_7,62,1,6.5,03-1-2019
2020-04-15T19:58:30.699263_7,80,2,9.96,03-1-2019
2020-04-15T19:58:30.699263_7,81,2,7.18,03-1-2019
2020-04-15T19:58:30.699263_8,100,2,3.98,03-1-2019
2020-04-15T19:58:30.699263_8,35,5,10.45,03-1-2019
2020-04-15T19:58:30.699263_8,52,2,1.74,03-1-2019
2020-04-15T19:58:30.699263_8,19,1,3.45,03-1-2019
2020-04-15T19:58:30.699263_8,65,1,7.99,03-1-2019
2020-04-15T19:58:30.699263_8,56,1,1.59,03-1-2019
2020-04-15T19:58:30.699263_9,1,4,6.0,03-1-2019
2020-04-15T19:58:30.699263_9,30,3,9.3,03-1-2019
2020-04-15T19:58:30.699263_9,21,4,11.96,03-1-2019
2020-04-15T19:58:30.699263_9,86,1,1.29,03-1-2019
2020-04-15T19:58:30.699263_9,80,2,9.96,03-1-2019
2020-04-15T19:58:30.699263_9,71,1,6.59,03-1-2019
2020-04-15T19:58:30.699263_10,95,5,14.95,03-2-2019
2020-04-15T19:58:30.699263_11,27,1,2.15,03-2-2019
2020-04-15T19:58:30.699263_11,5,1,1.75,03-2-2019
2020-04-15T19:58:30.699263_11,80,1,4.98,03-2-2019
2020-04-15T19:58:30.699263_11,21,4,11.96,03-2-2019
2020-04-15T19:58:30.699263_11,22,4,11.16,03-2-2019
2020-04-15T19:58:30.699263_11,11,2,9.98,03-2-2019
2020-04-15T19:58:30.699263_11,83,1,0.21,03-2-2019
2020-04-15T19:58:30.699263_11,85,2,9.98,03-2-2019
2020-04-15T19:58:30.699263_11,4,4,11.96,03-2-2019
2020-04-15T19:58:30.699263_11,60,3,5.97,03-2-2019
2020-04-15T19:58:30.699263_12,67,2,5.0,03-2-2019
2020-04-15T19:58:30.699263_12,87,1,9.99,03-2-2019
2020-04-15T19:58:30.699263_12,60,2,3.98,03-2-2019
2020-04-15T19:58:30.699263_12,61,5,6.45,03-2-2019
2020-04-15T19:58:30.699263_12,9,4,11.96,03-2-2019
2020-04-15T19:58:30.699263_13,2,3,3.75,03-2-2019
2020-04-15T19:58:30.699263_13,41,4,9.56,03-2-2019
2020-04-15T19:58:30.699263_13,64,2,8.92,03-2-2019
2020-04-15T19:58:30.699263_14,9,5,14.95,03-2-2019
2020-04-15T19:58:30.699263_14,15,1,2.98,03-2-2019
2020-04-15T19:58:30.699263_14,82,1,7.99,03-2-2019
2020-04-15T19:58:30.699263_14,10,1,1.79,03-2-2019
2020-04-15T19:58:30.699263_14,81,1,3.59,03-2-2019
2020-04-15T19:58:30.699263_15,16,1,3.14,03-2-2019
2020-04-15T19:58:30.699263_15,53,1,0.99,03-2-2019
2020-04-15T19:58:30.699263_15,84,4,10.0,03-2-2019
2020-04-15T19:58:30.699263_15,99,2,9.98,03-2-2019
2020-04-15T19:58:30.699263_15,49,2,7.98,03-2-2019
2020-04-15T19:58:30.699263_15,95,2,5.98,03-2-2019
2020-04-15T19:58:30.699263_15,36,5,11.95,03-2-2019
2020-04-15T19:58:30.699263_16,77,4,2.36,03-2-2019
2020-04-15T19:58:30.699263_16,67,5,12.5,03-2-2019
2020-04-15T19:58:30.699263_16,4,1,2.99,03-2-2019
2020-04-15T19:58:30.699263_16,19,1,3.45,03-2-2019
2020-04-15T19:58:30.699263_16,100,5,9.95,03-2-2019
2020-04-15T19:58:30.699263_16,48,1,2.39,03-2-2019
2020-04-15T19:58:30.699263_16,87,1,9.99,03-2-2019
2020-04-15T19:58:30.699263_16,89,2,5.56,03-2-2019
2020-04-15T19:58:30.699263_17,84,2,5.0,03-2-2019
2020-04-15T19:58:30.699263_17,19,2,6.9,03-2-2019
2020-04-15T19:58:30.699263_17,12,2,3.6,03-2-2019
2020-04-15T19:58:30.699263_17,24,2,5.6,03-2-2019
2020-04-15T19:58:30.699263_18,81,3,10.77,03-2-2019
2020-04-15T19:58:30.699263_18,70,3,10.5,03-2-2019
2020-04-15T19:58:30.699263_18,76,3,1.71,03-2-2019
2020-04-15T19:58:30.699263_18,3,5,12.25,03-2-2019
2020-04-15T19:58:30.699263_18,56,3,4.77,03-2-2019
2020-04-15T19:58:30.700262_19,26,3,8.94,03-2-2019
2020-04-15T19:58:30.700262_19,81,2,7.18,03-2-2019
2020-04-15T19:58:30.700262_19,34,1,1.99,03-2-2019
2020-04-15T19:58:30.700262_19,58,5,11.25,03-2-2019
2020-04-15T19:58:30.700262_20,61,5,6.45,03-2-2019
2020-04-15T19:58:30.700262_20,46,3,2.07,03-2-2019
2020-04-15T19:58:30.700262_20,78,2,7.6,03-2-2019
2020-04-15T19:58:30.700262_21,27,1,2.15,03-2-2019
